Artist,Title,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature,set,K44
Doechii Featuring Kodak Black,What It Is (Block Boy),1O8zCu3dLLPxkbGfIsbRgE,0.731,0.744,1,-5.77,0,0.174,0.109,0.0,0.123,0.727,171.859,audio_features,spotify:track:1O8zCu3dLLPxkbGfIsbRgE,https://api.spotify.com/v1/tracks/1O8zCu3dLLPxkbGfIsbRgE,https://api.spotify.com/v1/audio-analysis/1O8zCu3dLLPxkbGfIsbRgE,223344,4,H,18
Fuerza Regida,TQM,1UMm1Qs3u59Wvk53zBUE8r,0.785,0.863,7,-4.599,0,0.0893,0.0883,0.0,0.0929,0.962,130.132,audio_features,spotify:track:1UMm1Qs3u59Wvk53zBUE8r,https://api.spotify.com/v1/tracks/1UMm1Qs3u59Wvk53zBUE8r,https://api.spotify.com/v1/audio-analysis/1UMm1Qs3u59Wvk53zBUE8r,156501,3,H,18
Taylor Swift,Ours (Taylor's Version),3yNJkriPzWjkkDAWHIAVUq,0.535,0.488,0,-8.261,1,0.0278,0.449,0.0,0.111,0.348,159.813,audio_features,spotify:track:3yNJkriPzWjkkDAWHIAVUq,https://api.spotify.com/v1/tracks/3yNJkriPzWjkkDAWHIAVUq,https://api.spotify.com/v1/audio-analysis/3yNJkriPzWjkkDAWHIAVUq,235803,4,H,3
Young Nudy Featuring 21 Savage,Peaches & Eggplants,2KcQ0PbPj0O3P48B9YX7iN,0.911,0.536,4,-7.884,0,0.282,0.00897,3.73e-06,0.111,0.584,146.014,audio_features,spotify:track:2KcQ0PbPj0O3P48B9YX7iN,https://api.spotify.com/v1/tracks/2KcQ0PbPj0O3P48B9YX7iN,https://api.spotify.com/v1/audio-analysis/2KcQ0PbPj0O3P48B9YX7iN,203813,4,H,39
Lil Durk Featuring Morgan Wallen,Stand By Me,2gs8HVC6KXOQe76XggzZH5,0.816,0.144,7,-10.148,1,0.0398,0.797,7.81e-06,0.485,0.523,99.678,audio_features,spotify:track:2gs8HVC6KXOQe76XggzZH5,https://api.spotify.com/v1/tracks/2gs8HVC6KXOQe76XggzZH5,https://api.spotify.com/v1/audio-analysis/2gs8HVC6KXOQe76XggzZH5,169013,4,H,27
Jon Pardi,Your Heart Or Mine,7ETjhPaIU4UmHOiimJBZz9,0.639,0.713,5,-4.368,0,0.0337,0.0539,0.0,0.102,0.717,86.1,audio_features,spotify:track:7ETjhPaIU4UmHOiimJBZz9,https://api.spotify.com/v1/tracks/7ETjhPaIU4UmHOiimJBZz9,https://api.spotify.com/v1/audio-analysis/7ETjhPaIU4UmHOiimJBZz9,161200,4,H,18
David Kushner,Daylight,1odExI7RdWc4BT515LTAwj,0.508,0.43,2,-9.475,0,0.0335,0.83,0.000441,0.093,0.324,130.09,audio_features,spotify:track:1odExI7RdWc4BT515LTAwj,https://api.spotify.com/v1/tracks/1odExI7RdWc4BT515LTAwj,https://api.spotify.com/v1/audio-analysis/1odExI7RdWc4BT515LTAwj,212954,4,H,0
Taylor Swift,Superman (Taylor's Version),2xfmfQtG4HFSzVlTLfWJca,0.757,0.767,6,-4.306,0,0.0329,0.00654,9.2e-05,0.165,0.43,110.491,audio_features,spotify:track:2xfmfQtG4HFSzVlTLfWJca,https://api.spotify.com/v1/tracks/2xfmfQtG4HFSzVlTLfWJca,https://api.spotify.com/v1/audio-analysis/2xfmfQtG4HFSzVlTLfWJca,412638,4,H,23
Justin Moore & Priscilla Block,"You, Me, & Whiskey",2BLlpdGCv0IErmH3OBGHYJ,0.555,0.88,0,-4.351,0,0.0535,0.0803,0.0,0.174,0.422,144.076,audio_features,spotify:track:2BLlpdGCv0IErmH3OBGHYJ,https://api.spotify.com/v1/tracks/2BLlpdGCv0IErmH3OBGHYJ,https://api.spotify.com/v1/audio-analysis/2BLlpdGCv0IErmH3OBGHYJ,187941,4,H,42
Lil Uzi Vert Featuring Nicki Minaj,Endless Fashion,41bmnQZoDMQdDh5zyomtW7,0.731,0.605,1,-5.01,1,0.19,0.067,7.7e-06,0.177,0.413,132.946,audio_features,spotify:track:41bmnQZoDMQdDh5zyomtW7,https://api.spotify.com/v1/tracks/41bmnQZoDMQdDh5zyomtW7,https://api.spotify.com/v1/audio-analysis/41bmnQZoDMQdDh5zyomtW7,216704,4,H,4
"David Guetta, Anne-Marie & Coi Leray",Baby Don't Hurt Me,3BKD1PwArikchz2Zrlp1qi,0.602,0.91,7,-3.404,1,0.0308,0.00126,0.000174,0.12,0.228,127.944,audio_features,spotify:track:3BKD1PwArikchz2Zrlp1qi,https://api.spotify.com/v1/tracks/3BKD1PwArikchz2Zrlp1qi,https://api.spotify.com/v1/audio-analysis/3BKD1PwArikchz2Zrlp1qi,140018,4,H,1
Young Thug Featuring Drake,Oh U Went,7qLr3HMApUbyDkUvgIvHnB,0.808,0.789,7,-5.88,0,0.236,0.0517,0.0,0.0819,0.465,136.01,audio_features,spotify:track:7qLr3HMApUbyDkUvgIvHnB,https://api.spotify.com/v1/tracks/7qLr3HMApUbyDkUvgIvHnB,https://api.spotify.com/v1/audio-analysis/7qLr3HMApUbyDkUvgIvHnB,185333,4,H,39
Post Malone,Mourning,5KE9b4x7Zj2A8XtbkqhqTe,0.724,0.772,6,-4.389,0,0.184,0.25,0.0,0.308,0.347,95.074,audio_features,spotify:track:5KE9b4x7Zj2A8XtbkqhqTe,https://api.spotify.com/v1/tracks/5KE9b4x7Zj2A8XtbkqhqTe,https://api.spotify.com/v1/audio-analysis/5KE9b4x7Zj2A8XtbkqhqTe,168280,4,H,39
"The Weeknd, Playboi Carti & Madonna",Popular,2BRk8p8Mc39p4sMULNPKXC,0.765,0.434,1,-14.769,1,0.0718,0.0165,0.884,0.0968,0.114,99.29,audio_features,spotify:track:2BRk8p8Mc39p4sMULNPKXC,https://api.spotify.com/v1/tracks/2BRk8p8Mc39p4sMULNPKXC,https://api.spotify.com/v1/audio-analysis/2BRk8p8Mc39p4sMULNPKXC,214884,4,H,40
Bizarrap & Peso Pluma,"Bzrp Music Sessions, Vol. 55",5AqiaZwhmC6dIbgWrD5SzV,0.854,0.668,5,-7.848,0,0.0466,0.264,5.61e-05,0.117,0.805,132.966,audio_features,spotify:track:5AqiaZwhmC6dIbgWrD5SzV,https://api.spotify.com/v1/tracks/5AqiaZwhmC6dIbgWrD5SzV,https://api.spotify.com/v1/audio-analysis/5AqiaZwhmC6dIbgWrD5SzV,187660,3,H,18
FendiDa Rappa With Cardi B,Point Me 2,69ZBK01gsgWUnA55BEaAPu,0.773,0.607,10,-6.768,0,0.382,0.0354,0.0,0.111,0.279,155.026,audio_features,spotify:track:69ZBK01gsgWUnA55BEaAPu,https://api.spotify.com/v1/tracks/69ZBK01gsgWUnA55BEaAPu,https://api.spotify.com/v1/audio-analysis/69ZBK01gsgWUnA55BEaAPu,225492,4,H,39
Lainey Wilson,Watermelon Moonshine,7Fa7EcDrcGw2SUh8WjX3zo,0.739,0.413,1,-6.709,1,0.0282,0.47,2.51e-05,0.131,0.649,139.921,audio_features,spotify:track:7Fa7EcDrcGw2SUh8WjX3zo,https://api.spotify.com/v1/tracks/7Fa7EcDrcGw2SUh8WjX3zo,https://api.spotify.com/v1/audio-analysis/7Fa7EcDrcGw2SUh8WjX3zo,208853,4,H,21
Peso Pluma,Bye,6f8wbdo8KU5ETWJA7lapgS,0.782,0.812,0,-6.613,1,0.0469,0.567,0.00045,0.101,0.7,122.063,audio_features,spotify:track:6f8wbdo8KU5ETWJA7lapgS,https://api.spotify.com/v1/tracks/6f8wbdo8KU5ETWJA7lapgS,https://api.spotify.com/v1/audio-analysis/6f8wbdo8KU5ETWJA7lapgS,212976,3,H,6
Peso Pluma & Junior H,Luna,3RA55zrRkyPK8Fd86hrMy8,0.747,0.629,9,-8.509,0,0.0363,0.328,0.00409,0.154,0.793,127.819,audio_features,spotify:track:3RA55zrRkyPK8Fd86hrMy8,https://api.spotify.com/v1/tracks/3RA55zrRkyPK8Fd86hrMy8,https://api.spotify.com/v1/audio-analysis/3RA55zrRkyPK8Fd86hrMy8,163552,3,H,7
DaBaby,Shake Sumn,3FhZPYvMGSjFc6boVYKlCv,0.783,0.768,11,-8.471,0,0.157,0.00198,0.0,0.171,0.267,143.071,audio_features,spotify:track:3FhZPYvMGSjFc6boVYKlCv,https://api.spotify.com/v1/tracks/3FhZPYvMGSjFc6boVYKlCv,https://api.spotify.com/v1/audio-analysis/3FhZPYvMGSjFc6boVYKlCv,124806,4,H,23
Morgan Wallen,Everything I Love,03fs6oV5JAlbytRYf3371S,0.568,0.841,8,-3.802,1,0.0261,0.00514,0.000503,0.147,0.668,103.983,audio_features,spotify:track:03fs6oV5JAlbytRYf3371S,https://api.spotify.com/v1/tracks/03fs6oV5JAlbytRYf3371S,https://api.spotify.com/v1/audio-analysis/03fs6oV5JAlbytRYf3371S,187047,4,H,1
Karol G x Shakira,TQG,0DWdj2oZMBFSzRsi2Cvfzf,0.72,0.63,4,-3.547,0,0.277,0.673,0.0,0.0936,0.607,179.974,audio_features,spotify:track:0DWdj2oZMBFSzRsi2Cvfzf,https://api.spotify.com/v1/tracks/0DWdj2oZMBFSzRsi2Cvfzf,https://api.spotify.com/v1/audio-analysis/0DWdj2oZMBFSzRsi2Cvfzf,199440,4,H,28
Peso Pluma,Por Las Noches,2VzCjpKvPB1l1tqLndtAQa,0.807,0.595,0,-7.19,1,0.0325,0.31,2.44e-05,0.0735,0.392,92.491,audio_features,spotify:track:2VzCjpKvPB1l1tqLndtAQa,https://api.spotify.com/v1/tracks/2VzCjpKvPB1l1tqLndtAQa,https://api.spotify.com/v1/audio-analysis/2VzCjpKvPB1l1tqLndtAQa,239845,4,H,3
Myke Towers,LaLa,1xK1Gg9SxG8fy2Ya373oqb,0.713,0.617,8,-4.637,1,0.0887,0.122,0.0,0.0962,0.682,168.021,audio_features,spotify:track:1xK1Gg9SxG8fy2Ya373oqb,https://api.spotify.com/v1/tracks/1xK1Gg9SxG8fy2Ya373oqb,https://api.spotify.com/v1/audio-analysis/1xK1Gg9SxG8fy2Ya373oqb,232853,4,H,25
Yahritza y Su Esencia x Grupo Frontera,Fragil,4JdSXF2p71cr8uCY3UiJM0,0.605,0.726,6,-4.515,1,0.0309,0.365,0.0,0.112,0.393,149.918,audio_features,spotify:track:4JdSXF2p71cr8uCY3UiJM0,https://api.spotify.com/v1/tracks/4JdSXF2p71cr8uCY3UiJM0,https://api.spotify.com/v1/audio-analysis/4JdSXF2p71cr8uCY3UiJM0,160518,4,H,1
Peso Pluma & Jasiel Nunez,Lagunas,3HOKxuTDmNVmIlCIpBiD8m,0.77,0.622,11,-10.621,1,0.026,0.328,0.00603,0.149,0.792,115.952,audio_features,spotify:track:3HOKxuTDmNVmIlCIpBiD8m,https://api.spotify.com/v1/tracks/3HOKxuTDmNVmIlCIpBiD8m,https://api.spotify.com/v1/audio-analysis/3HOKxuTDmNVmIlCIpBiD8m,231247,3,H,5
Peso Pluma,Rubicon,0xGZjxYqcNQ8WqxyeZ4eSN,0.758,0.816,5,-7.284,1,0.0406,0.136,3.64e-06,0.326,0.915,139.959,audio_features,spotify:track:0xGZjxYqcNQ8WqxyeZ4eSN,https://api.spotify.com/v1/tracks/0xGZjxYqcNQ8WqxyeZ4eSN,https://api.spotify.com/v1/audio-analysis/0xGZjxYqcNQ8WqxyeZ4eSN,238447,3,H,38
Junior H x Peso Pluma,El Azul,1haJsMtoBhHfvuM7XWuT3W,0.558,0.648,9,-7.081,0,0.055,0.226,7.76e-06,0.0986,0.844,143.876,audio_features,spotify:track:1haJsMtoBhHfvuM7XWuT3W,https://api.spotify.com/v1/tracks/1haJsMtoBhHfvuM7XWuT3W,https://api.spotify.com/v1/audio-analysis/1haJsMtoBhHfvuM7XWuT3W,187226,3,H,7
Morgan Wallen Featuring ERNEST,Cowgirls,5m3F7x3wk7S3Zm5mzc0gXP,0.622,0.782,8,-3.78,1,0.0351,0.199,5.5e-06,0.159,0.374,172.032,audio_features,spotify:track:5m3F7x3wk7S3Zm5mzc0gXP,https://api.spotify.com/v1/tracks/5m3F7x3wk7S3Zm5mzc0gXP,https://api.spotify.com/v1/audio-analysis/5m3F7x3wk7S3Zm5mzc0gXP,181621,4,H,12
Sexyy Red & Tay Keith & Nicki Minaj,Pound Town 2,6IEXjer2qbXhRLFv99NQQv,0.637,0.634,2,-8.126,1,0.426,0.174,0.0,0.149,0.49,178.037,audio_features,spotify:track:6IEXjer2qbXhRLFv99NQQv,https://api.spotify.com/v1/tracks/6IEXjer2qbXhRLFv99NQQv,https://api.spotify.com/v1/audio-analysis/6IEXjer2qbXhRLFv99NQQv,194048,4,H,28
"Tyler, The Creator Featuring Kali Uchis",See You Again,7KA4W4McWYRpgf0fWsJZWB,0.558,0.559,6,-9.222,1,0.0959,0.371,7.49e-06,0.109,0.62,78.558,audio_features,spotify:track:7KA4W4McWYRpgf0fWsJZWB,https://api.spotify.com/v1/tracks/7KA4W4McWYRpgf0fWsJZWB,https://api.spotify.com/v1/audio-analysis/7KA4W4McWYRpgf0fWsJZWB,180387,4,H,41
Rod Wave,Fight The Feeling,5ie5OPdaP9fivYaKcjwKF1,0.596,0.545,3,-6.911,0,0.0368,0.703,0.0,0.0811,0.0923,82.07,audio_features,spotify:track:5ie5OPdaP9fivYaKcjwKF1,https://api.spotify.com/v1/tracks/5ie5OPdaP9fivYaKcjwKF1,https://api.spotify.com/v1/audio-analysis/5ie5OPdaP9fivYaKcjwKF1,191159,4,H,0
Tainy & Bad Bunny,Mojabi Ghost,1dpaN50PdAeiXHYwgK9g2v,0.661,0.678,2,-7.553,1,0.0459,0.00291,0.0892,0.283,0.196,126.082,audio_features,spotify:track:1dpaN50PdAeiXHYwgK9g2v,https://api.spotify.com/v1/tracks/1dpaN50PdAeiXHYwgK9g2v,https://api.spotify.com/v1/audio-analysis/1dpaN50PdAeiXHYwgK9g2v,209529,4,H,3
Jonas Brothers,Waffle House,5iE3eUH2WGCXcE2xr6DEmU,0.729,0.763,10,-4.407,1,0.0363,0.033,1e-06,0.192,0.864,126.002,audio_features,spotify:track:5iE3eUH2WGCXcE2xr6DEmU,https://api.spotify.com/v1/tracks/5iE3eUH2WGCXcE2xr6DEmU,https://api.spotify.com/v1/audio-analysis/5iE3eUH2WGCXcE2xr6DEmU,145441,4,H,25
Wishbone Ash,Right Or Wrong,59ze8lLaqAIamVOBx46RcQ,0.811,0.824,10,-3.614,0,0.178,0.0692,0.0,0.361,0.567,125.0,audio_features,spotify:track:59ze8lLaqAIamVOBx46RcQ,https://api.spotify.com/v1/tracks/59ze8lLaqAIamVOBx46RcQ,https://api.spotify.com/v1/audio-analysis/59ze8lLaqAIamVOBx46RcQ,161280,4,N,23
Aerosmith,This Little Light Of Mine,3BPFhsI1f4gFM3TaAaW7Dk,0.759,0.471,7,-10.159,1,0.0276,0.421,0.0,0.302,0.801,92.723,audio_features,spotify:track:3BPFhsI1f4gFM3TaAaW7Dk,https://api.spotify.com/v1/tracks/3BPFhsI1f4gFM3TaAaW7Dk,https://api.spotify.com/v1/audio-analysis/3BPFhsI1f4gFM3TaAaW7Dk,123040,4,N,5
Fall Out Boy,"Dance, Dance",0a7BloCiNzLDD9qSQHh5m7,0.622,0.961,11,-3.198,0,0.154,0.00523,0.0,0.0854,0.449,114.452,audio_features,spotify:track:0a7BloCiNzLDD9qSQHh5m7,https://api.spotify.com/v1/tracks/0a7BloCiNzLDD9qSQHh5m7,https://api.spotify.com/v1/audio-analysis/0a7BloCiNzLDD9qSQHh5m7,180267,4,N,23
Janis Joplin,Easy Rider,1xKQbqQtQWrtQS47fUJBtl,0.443,0.727,4,-7.951,1,0.145,0.263,0.000141,0.169,0.566,160.82,audio_features,spotify:track:1xKQbqQtQWrtQS47fUJBtl,https://api.spotify.com/v1/tracks/1xKQbqQtQWrtQS47fUJBtl,https://api.spotify.com/v1/audio-analysis/1xKQbqQtQWrtQS47fUJBtl,253333,4,N,11
Moody Blues,Peak Hour,4Q27I5G3W14hnYVi45oi2h,0.222,0.659,0,-9.942,1,0.0487,0.0169,2.09e-05,0.471,0.322,75.634,audio_features,spotify:track:4Q27I5G3W14hnYVi45oi2h,https://api.spotify.com/v1/tracks/4Q27I5G3W14hnYVi45oi2h,https://api.spotify.com/v1/audio-analysis/4Q27I5G3W14hnYVi45oi2h,344227,4,N,30
Gary Numan,Crazier,4QQEzkxcONBthDLfzqIh9S,0.545,0.578,2,-8.745,1,0.0406,0.0114,6.57e-05,0.0692,0.819,128.038,audio_features,spotify:track:4QQEzkxcONBthDLfzqIh9S,https://api.spotify.com/v1/tracks/4QQEzkxcONBthDLfzqIh9S,https://api.spotify.com/v1/audio-analysis/4QQEzkxcONBthDLfzqIh9S,238907,4,N,6
Pat Benatar,Temptation,0vOkmmJEtjuFZDzrQSFzEE,0.741,0.58,4,-9.05,1,0.0304,0.117,3.31e-05,0.212,0.944,127.402,audio_features,spotify:track:0vOkmmJEtjuFZDzrQSFzEE,https://api.spotify.com/v1/tracks/0vOkmmJEtjuFZDzrQSFzEE,https://api.spotify.com/v1/audio-analysis/0vOkmmJEtjuFZDzrQSFzEE,171267,4,N,6
'n Sync,Kiss Me At Midnight,1RLCHxWeY8BXsZ9RwbjujE,0.706,0.939,9,-4.374,1,0.0316,0.0181,0.000125,0.31,0.912,118.019,audio_features,spotify:track:1RLCHxWeY8BXsZ9RwbjujE,https://api.spotify.com/v1/tracks/1RLCHxWeY8BXsZ9RwbjujE,https://api.spotify.com/v1/audio-analysis/1RLCHxWeY8BXsZ9RwbjujE,206827,4,N,25
Sia,Little Black Sandals,1PXsUXSM3LF2XNSkmIldPb,0.365,0.466,2,-7.514,1,0.0418,0.161,6.68e-06,0.106,0.487,95.163,audio_features,spotify:track:1PXsUXSM3LF2XNSkmIldPb,https://api.spotify.com/v1/tracks/1PXsUXSM3LF2XNSkmIldPb,https://api.spotify.com/v1/audio-analysis/1PXsUXSM3LF2XNSkmIldPb,251267,4,N,30
Hank Snow,I Keep Dreaming Of You All The Time,5jcprGzyDUAq25Babtyuei,0.71,0.757,4,-8.149,1,0.0448,0.508,7.5e-05,0.417,0.962,119.675,audio_features,spotify:track:5jcprGzyDUAq25Babtyuei,https://api.spotify.com/v1/tracks/5jcprGzyDUAq25Babtyuei,https://api.spotify.com/v1/audio-analysis/5jcprGzyDUAq25Babtyuei,165453,4,N,38
Marianne Faithfull,Blood In My Eyes,36h5JAbSei6u5AcZJji05T,0.256,0.651,11,-6.814,0,0.0378,0.00038,7.36e-06,0.11,0.0763,77.89,audio_features,spotify:track:36h5JAbSei6u5AcZJji05T,https://api.spotify.com/v1/tracks/36h5JAbSei6u5AcZJji05T,https://api.spotify.com/v1/audio-analysis/36h5JAbSei6u5AcZJji05T,217582,4,N,20
Queensryche,I Am I,2YUgiPFiB17nAWhDa2bzun,0.529,0.953,2,-3.848,1,0.0684,0.00224,0.00119,0.772,0.397,136.949,audio_features,spotify:track:2YUgiPFiB17nAWhDa2bzun,https://api.spotify.com/v1/tracks/2YUgiPFiB17nAWhDa2bzun,https://api.spotify.com/v1/audio-analysis/2YUgiPFiB17nAWhDa2bzun,236973,3,N,22
Lou Reed,Hold On,3ZqjDpr3qCZnZBPcd0Hpj2,0.728,0.464,1,-11.156,1,0.0605,0.0865,0.0,0.343,0.383,96.944,audio_features,spotify:track:3ZqjDpr3qCZnZBPcd0Hpj2,https://api.spotify.com/v1/tracks/3ZqjDpr3qCZnZBPcd0Hpj2,https://api.spotify.com/v1/audio-analysis/3ZqjDpr3qCZnZBPcd0Hpj2,304467,4,N,3
Yello,Pinball Cha Cha,6LbbHFEajG9e4m0G3L47c4,0.543,0.715,2,-8.89,1,0.0356,0.0192,0.0,0.256,0.468,124.011,audio_features,spotify:track:6LbbHFEajG9e4m0G3L47c4,https://api.spotify.com/v1/tracks/6LbbHFEajG9e4m0G3L47c4,https://api.spotify.com/v1/audio-analysis/6LbbHFEajG9e4m0G3L47c4,180943,4,N,3
Helloween,Kill It,6lG2SE7nKh3WKtXHxatL9v,0.802,0.812,1,-8.545,1,0.0561,0.324,0.855,0.149,0.777,113.344,audio_features,spotify:track:6lG2SE7nKh3WKtXHxatL9v,https://api.spotify.com/v1/tracks/6lG2SE7nKh3WKtXHxatL9v,https://api.spotify.com/v1/audio-analysis/6lG2SE7nKh3WKtXHxatL9v,112941,5,N,40
Kyla,I Feel For You,5yR9u8QiOt8hJaddv32oo7,0.698,0.912,11,-8.993,1,0.0675,0.0145,0.0225,0.279,0.797,124.917,audio_features,spotify:track:5yR9u8QiOt8hJaddv32oo7,https://api.spotify.com/v1/tracks/5yR9u8QiOt8hJaddv32oo7,https://api.spotify.com/v1/audio-analysis/5yR9u8QiOt8hJaddv32oo7,343400,4,N,25
O.A.R.,Dareh Meyod,1QosCPdpzdErBYu97UeWZn,0.679,0.572,1,-8.03,0,0.033,0.00478,0.0336,0.777,0.628,126.904,audio_features,spotify:track:1QosCPdpzdErBYu97UeWZn,https://api.spotify.com/v1/tracks/1QosCPdpzdErBYu97UeWZn,https://api.spotify.com/v1/audio-analysis/1QosCPdpzdErBYu97UeWZn,339582,4,N,15
Alabama,Right Where I Am,3zwMVvkBe2qIKDObWgXw4N,0.581,0.619,10,-6.524,1,0.0282,0.769,0.000106,0.117,0.645,137.915,audio_features,spotify:track:3zwMVvkBe2qIKDObWgXw4N,https://api.spotify.com/v1/tracks/3zwMVvkBe2qIKDObWgXw4N,https://api.spotify.com/v1/audio-analysis/3zwMVvkBe2qIKDObWgXw4N,245027,4,N,37
Who,It's Hard,25YjIR1YiP45o2EkXqdAtZ,0.644,0.647,7,-11.192,1,0.293,0.137,0.0,0.165,0.582,179.958,audio_features,spotify:track:25YjIR1YiP45o2EkXqdAtZ,https://api.spotify.com/v1/tracks/25YjIR1YiP45o2EkXqdAtZ,https://api.spotify.com/v1/audio-analysis/25YjIR1YiP45o2EkXqdAtZ,203027,4,N,28
Justin Timberlake,Hallelujah,1LhMopPAallLeaeNutqbgS,0.707,0.632,10,-7.031,1,0.0789,0.103,1.09e-05,0.0841,0.372,97.04,audio_features,spotify:track:1LhMopPAallLeaeNutqbgS,https://api.spotify.com/v1/tracks/1LhMopPAallLeaeNutqbgS,https://api.spotify.com/v1/audio-analysis/1LhMopPAallLeaeNutqbgS,278893,4,N,1
Yoko Ono,Light On The Other Side,6UnCGAEmrbGIOSmGRZQ1M2,0.657,0.569,2,-6.287,1,0.0542,0.201,1.38e-05,0.126,0.399,102.054,audio_features,spotify:track:6UnCGAEmrbGIOSmGRZQ1M2,https://api.spotify.com/v1/tracks/6UnCGAEmrbGIOSmGRZQ1M2,https://api.spotify.com/v1/audio-analysis/6UnCGAEmrbGIOSmGRZQ1M2,233880,4,N,3
Engelbert Humperdinck,Say Goodnight,03MOcbkkoNLjP0G91iODSB,0.366,0.589,0,-8.956,1,0.0333,0.251,1.15e-06,0.0791,0.84,175.935,audio_features,spotify:track:03MOcbkkoNLjP0G91iODSB,https://api.spotify.com/v1/tracks/03MOcbkkoNLjP0G91iODSB,https://api.spotify.com/v1/audio-analysis/03MOcbkkoNLjP0G91iODSB,201440,4,N,11
Ne-Yo,Not Strong Enough,34ceTg8ChN5HjrqiIYCn9Q,0.673,0.683,1,-5.693,1,0.115,0.522,0.0,0.235,0.713,171.86,audio_features,spotify:track:34ceTg8ChN5HjrqiIYCn9Q,https://api.spotify.com/v1/tracks/34ceTg8ChN5HjrqiIYCn9Q,https://api.spotify.com/v1/audio-analysis/34ceTg8ChN5HjrqiIYCn9Q,232000,4,N,11
Kylie Minogue,If I Was Your Lover,5PH2eU6P5LdnwDezBu8334,0.71,0.477,1,-7.44,1,0.0397,0.167,1.24e-06,0.128,0.143,94.932,audio_features,spotify:track:5PH2eU6P5LdnwDezBu8334,https://api.spotify.com/v1/tracks/5PH2eU6P5LdnwDezBu8334,https://api.spotify.com/v1/audio-analysis/5PH2eU6P5LdnwDezBu8334,232533,4,N,3
Alice Cooper,Be With You Awhile,1iQpStZpzBb5TOuTDKJKdj,0.3,0.894,2,-7.786,0,0.109,0.0515,0.000333,0.125,0.268,118.631,audio_features,spotify:track:1iQpStZpzBb5TOuTDKJKdj,https://api.spotify.com/v1/tracks/1iQpStZpzBb5TOuTDKJKdj,https://api.spotify.com/v1/audio-analysis/1iQpStZpzBb5TOuTDKJKdj,269600,4,N,32
Louis Armstrong,Christmas In New Orleans,280jC1bGyGtZq3VXsSk6hH,0.657,0.396,10,-9.167,1,0.125,0.666,0.0,0.108,0.514,104.211,audio_features,spotify:track:280jC1bGyGtZq3VXsSk6hH,https://api.spotify.com/v1/tracks/280jC1bGyGtZq3VXsSk6hH,https://api.spotify.com/v1/audio-analysis/280jC1bGyGtZq3VXsSk6hH,175001,4,N,27
Nick Drake,One Of These Things First,4KROoGIaPaR1pBHPnR3bwC,0.642,0.427,3,-8.471,1,0.0402,0.871,0.0904,0.124,0.404,82.344,audio_features,spotify:track:4KROoGIaPaR1pBHPnR3bwC,https://api.spotify.com/v1/tracks/4KROoGIaPaR1pBHPnR3bwC,https://api.spotify.com/v1/audio-analysis/4KROoGIaPaR1pBHPnR3bwC,124001,4,N,10
Justin Timberlake,Summer Love,1MBM7CyZbwJpVbbZJnHHRg,0.606,0.591,0,-7.228,0,0.087,0.0756,0.0,0.328,0.477,95.802,audio_features,spotify:track:1MBM7CyZbwJpVbbZJnHHRg,https://api.spotify.com/v1/tracks/1MBM7CyZbwJpVbbZJnHHRg,https://api.spotify.com/v1/audio-analysis/1MBM7CyZbwJpVbbZJnHHRg,252973,4,N,32
Nightwish,Whoever Brings The Night,1xBRGN41DWx2vwNFY5CvGe,0.546,0.92,5,-4.83,0,0.0592,0.00661,3.13e-06,0.904,0.265,95.996,audio_features,spotify:track:1xBRGN41DWx2vwNFY5CvGe,https://api.spotify.com/v1/tracks/1xBRGN41DWx2vwNFY5CvGe,https://api.spotify.com/v1/audio-analysis/1xBRGN41DWx2vwNFY5CvGe,181333,4,N,15
R. Kelly,Bad Man,62l3NSQPUxvcwwzKUmysrE,0.882,0.662,0,-6.382,1,0.242,0.0124,0.0,0.106,0.57,120.034,audio_features,spotify:track:62l3NSQPUxvcwwzKUmysrE,https://api.spotify.com/v1/tracks/62l3NSQPUxvcwwzKUmysrE,https://api.spotify.com/v1/audio-analysis/62l3NSQPUxvcwwzKUmysrE,106000,4,N,4
Neil Diamond,Be,5pkd9ib1RgbkAd1R9bIOCa,0.562,0.503,1,-14.836,1,0.0335,0.319,0.0,0.163,0.846,127.827,audio_features,spotify:track:5pkd9ib1RgbkAd1R9bIOCa,https://api.spotify.com/v1/tracks/5pkd9ib1RgbkAd1R9bIOCa,https://api.spotify.com/v1/audio-analysis/5pkd9ib1RgbkAd1R9bIOCa,179933,4,N,21
The Temptations,The Way You Do The Things You Do,3496rr5XSGD6n1Z1OKXovb,0.618,0.704,4,-4.686,1,0.0321,0.159,0.000262,0.358,0.741,124.218,audio_features,spotify:track:3496rr5XSGD6n1Z1OKXovb,https://api.spotify.com/v1/tracks/3496rr5XSGD6n1Z1OKXovb,https://api.spotify.com/v1/audio-analysis/3496rr5XSGD6n1Z1OKXovb,165744,4,N,38
David Guetta,Think About You,3Kuu5vASpXK8oRsxOvau6P,0.673,0.596,10,-7.891,1,0.0354,0.166,0.0,0.11,0.19,123.969,audio_features,spotify:track:3Kuu5vASpXK8oRsxOvau6P,https://api.spotify.com/v1/tracks/3Kuu5vASpXK8oRsxOvau6P,https://api.spotify.com/v1/audio-analysis/3Kuu5vASpXK8oRsxOvau6P,208567,4,N,1
