Artist,Title,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature,set,K44
Roxette,Break Another Heart,47PQWnMc01EmIH0PD2UuGb,0.42,0.574,4,-5.149,1,0.0292,0.238,0.000115,0.127,0.218,170.549,audio_features,spotify:track:47PQWnMc01EmIH0PD2UuGb,https://api.spotify.com/v1/tracks/47PQWnMc01EmIH0PD2UuGb,https://api.spotify.com/v1/audio-analysis/47PQWnMc01EmIH0PD2UuGb,275667,4,N,29
Rammstein,Buck Dich (Bend Down) (English),3pi5DteeniOsDzonEx5qpg,0.686,0.944,9,-6.786,0,0.0915,0.00226,0.723,0.0413,0.655,149.126,audio_features,spotify:track:3pi5DteeniOsDzonEx5qpg,https://api.spotify.com/v1/tracks/3pi5DteeniOsDzonEx5qpg,https://api.spotify.com/v1/audio-analysis/3pi5DteeniOsDzonEx5qpg,203384,4,N,14
Zoegirl,Forever 17,10b2Qx8Qr91KHCudY5cyWH,0.322,0.421,8,-6.055,1,0.0323,0.778,0.0,0.117,0.0733,111.715,audio_features,spotify:track:10b2Qx8Qr91KHCudY5cyWH,https://api.spotify.com/v1/tracks/10b2Qx8Qr91KHCudY5cyWH,https://api.spotify.com/v1/audio-analysis/10b2Qx8Qr91KHCudY5cyWH,262493,4,N,34
Jim Croce,Gunga Din,4t8tx6o7oM6Ax66ZUU361y,0.536,0.446,9,-14.98,1,0.029,0.833,0.0103,0.106,0.707,133.785,audio_features,spotify:track:4t8tx6o7oM6Ax66ZUU361y,https://api.spotify.com/v1/tracks/4t8tx6o7oM6Ax66ZUU361y,https://api.spotify.com/v1/audio-analysis/4t8tx6o7oM6Ax66ZUU361y,154627,4,N,27
Ozzy Osbourne,Demon Alcohol,3Hku0SP47iHAzK3nIMzWyH,0.441,0.88,7,-6.119,1,0.05,0.000878,0.00984,0.325,0.454,103.173,audio_features,spotify:track:3Hku0SP47iHAzK3nIMzWyH,https://api.spotify.com/v1/tracks/3Hku0SP47iHAzK3nIMzWyH,https://api.spotify.com/v1/audio-analysis/3Hku0SP47iHAzK3nIMzWyH,268387,4,N,43
Beautiful South,A Piece Of Sky,69h7zqPyU2pBGsghnQi4mG,0.73,0.645,2,-5.854,0,0.128,0.123,0.639,0.116,0.198,110.006,audio_features,spotify:track:69h7zqPyU2pBGsghnQi4mG,https://api.spotify.com/v1/tracks/69h7zqPyU2pBGsghnQi4mG,https://api.spotify.com/v1/audio-analysis/69h7zqPyU2pBGsghnQi4mG,181091,4,N,16
Freestyle,Send Shots At Ya,1cowaXILIT20wkesTnrHMf,0.969,0.534,0,-7.662,1,0.197,0.0571,0.0,0.103,0.173,120.015,audio_features,spotify:track:1cowaXILIT20wkesTnrHMf,https://api.spotify.com/v1/tracks/1cowaXILIT20wkesTnrHMf,https://api.spotify.com/v1/audio-analysis/1cowaXILIT20wkesTnrHMf,155015,4,N,4
Elvis Costello,Chelsea,7uYyLVNjKY49L8o3AouXZd,0.515,0.832,11,-5.643,0,0.0398,0.0664,0.000486,0.055,0.952,166.728,audio_features,spotify:track:7uYyLVNjKY49L8o3AouXZd,https://api.spotify.com/v1/tracks/7uYyLVNjKY49L8o3AouXZd,https://api.spotify.com/v1/audio-analysis/7uYyLVNjKY49L8o3AouXZd,190307,4,N,23
Used,Maybe Memories,4I4uCtlWg6I7OyuGZE4wqn,0.481,0.93,4,-4.655,0,0.0572,0.0134,0.0,0.182,0.383,109.131,audio_features,spotify:track:4I4uCtlWg6I7OyuGZE4wqn,https://api.spotify.com/v1/tracks/4I4uCtlWg6I7OyuGZE4wqn,https://api.spotify.com/v1/audio-analysis/4I4uCtlWg6I7OyuGZE4wqn,175133,4,N,32
Pearl Jam,Corduroy,5F6rwEF15hN1jnhNk2YQHn,0.487,0.93,0,-7.3,1,0.0632,0.00241,2.82e-05,0.0841,0.134,131.304,audio_features,spotify:track:5F6rwEF15hN1jnhNk2YQHn,https://api.spotify.com/v1/tracks/5F6rwEF15hN1jnhNk2YQHn,https://api.spotify.com/v1/audio-analysis/5F6rwEF15hN1jnhNk2YQHn,277587,4,N,29
Omd,Universal,0Lic7nnsaplTyVoglXbm2h,0.336,0.813,4,-4.55,1,0.0366,0.000336,0.899,0.153,0.129,174.989,audio_features,spotify:track:0Lic7nnsaplTyVoglXbm2h,https://api.spotify.com/v1/tracks/0Lic7nnsaplTyVoglXbm2h,https://api.spotify.com/v1/audio-analysis/0Lic7nnsaplTyVoglXbm2h,319550,4,N,19
Def Leppard,Wasted,4JrvsfwMdWJyEbV0DDZTtd,0.247,0.963,4,-6.539,0,0.103,0.00249,0.0241,0.0589,0.572,176.364,audio_features,spotify:track:4JrvsfwMdWJyEbV0DDZTtd,https://api.spotify.com/v1/tracks/4JrvsfwMdWJyEbV0DDZTtd,https://api.spotify.com/v1/audio-analysis/4JrvsfwMdWJyEbV0DDZTtd,225227,4,N,8
Faith No More,Why Do You Bother,3tdDfCEa1xHWAOwSY9PEsq,0.36,0.873,7,-7.683,1,0.049,0.00377,0.000985,0.127,0.0532,131.775,audio_features,spotify:track:3tdDfCEa1xHWAOwSY9PEsq,https://api.spotify.com/v1/tracks/3tdDfCEa1xHWAOwSY9PEsq,https://api.spotify.com/v1/audio-analysis/3tdDfCEa1xHWAOwSY9PEsq,341000,4,N,12
Donna Summer,Once Upon A Time,4XX5uZb9PvTKh8Nm2KSJfk,0.562,0.332,0,-13.965,1,0.0448,0.609,0.957,0.157,0.304,131.052,audio_features,spotify:track:4XX5uZb9PvTKh8Nm2KSJfk,https://api.spotify.com/v1/tracks/4XX5uZb9PvTKh8Nm2KSJfk,https://api.spotify.com/v1/audio-analysis/4XX5uZb9PvTKh8Nm2KSJfk,88967,4,N,35
Willie Nelson,Four Walls,45IXNPgQD5U9gVGC3AiPRC,0.808,0.568,1,-7.399,1,0.0647,0.347,0.00738,0.364,0.8,109.109,audio_features,spotify:track:45IXNPgQD5U9gVGC3AiPRC,https://api.spotify.com/v1/tracks/45IXNPgQD5U9gVGC3AiPRC,https://api.spotify.com/v1/audio-analysis/45IXNPgQD5U9gVGC3AiPRC,161800,4,N,38
Rolling Stones,Emotional Rescue,5IATbFZds3cbOx8YxuMuko,0.678,0.621,5,-5.478,1,0.0623,0.111,0.0973,0.0394,0.776,113.389,audio_features,spotify:track:5IATbFZds3cbOx8YxuMuko,https://api.spotify.com/v1/tracks/5IATbFZds3cbOx8YxuMuko,https://api.spotify.com/v1/audio-analysis/5IATbFZds3cbOx8YxuMuko,339400,4,N,6
Journey,I Can See It In Your Eyes,7LPOuXrEmopus1xZDfGljy,0.455,0.89,4,-8.697,1,0.0441,0.0109,1.47e-05,0.98,0.527,124.797,audio_features,spotify:track:7LPOuXrEmopus1xZDfGljy,https://api.spotify.com/v1/tracks/7LPOuXrEmopus1xZDfGljy,https://api.spotify.com/v1/audio-analysis/7LPOuXrEmopus1xZDfGljy,256600,4,N,22
Ultravox,Hiroshima Mon Amour,2eZmkvWHZvFauI78Rcxi4g,0.621,0.284,0,-7.957,1,0.034,0.0572,0.142,0.215,0.0574,138.666,audio_features,spotify:track:2eZmkvWHZvFauI78Rcxi4g,https://api.spotify.com/v1/tracks/2eZmkvWHZvFauI78Rcxi4g,https://api.spotify.com/v1/audio-analysis/2eZmkvWHZvFauI78Rcxi4g,314120,4,N,3
Eric Clapton,Alberta,713D0u0XMewrhWIQwjrlrd,0.581,0.601,0,-10.329,1,0.0434,0.183,0.00525,0.988,0.791,85.065,audio_features,spotify:track:713D0u0XMewrhWIQwjrlrd,https://api.spotify.com/v1/tracks/713D0u0XMewrhWIQwjrlrd,https://api.spotify.com/v1/audio-analysis/713D0u0XMewrhWIQwjrlrd,218373,4,N,24
Aerosmith,Round And Round,5B6Z7NwVqA7W3UFiqBdEJC,0.628,0.934,11,-6.026,1,0.0527,0.00682,1.11e-05,0.0852,0.491,126.538,audio_features,spotify:track:5B6Z7NwVqA7W3UFiqBdEJC,https://api.spotify.com/v1/tracks/5B6Z7NwVqA7W3UFiqBdEJC,https://api.spotify.com/v1/audio-analysis/5B6Z7NwVqA7W3UFiqBdEJC,265893,4,N,1
Pet Shop Boys,Friendly Fire,0en6SFmN4eaErErH126wbJ,0.706,0.871,5,-5.672,1,0.0329,0.134,0.000602,0.158,0.928,118.082,audio_features,spotify:track:0en6SFmN4eaErErH126wbJ,https://api.spotify.com/v1/tracks/0en6SFmN4eaErErH126wbJ,https://api.spotify.com/v1/audio-analysis/0en6SFmN4eaErErH126wbJ,263240,4,N,25
Roxy Music,Both Ends Burning,0cwQ2L08MjAwtpDyEaY9aM,0.598,0.897,0,-5.794,1,0.0649,0.00971,0.275,0.0719,0.84,127.161,audio_features,spotify:track:0cwQ2L08MjAwtpDyEaY9aM,https://api.spotify.com/v1/tracks/0cwQ2L08MjAwtpDyEaY9aM,https://api.spotify.com/v1/audio-analysis/0cwQ2L08MjAwtpDyEaY9aM,316560,4,N,6
Widespread Panic,Longer Look,3NTwkFnd4dPcvpg43O3XW3,0.589,0.633,4,-12.65,0,0.0338,0.0371,0.00172,0.106,0.52,93.02,audio_features,spotify:track:3NTwkFnd4dPcvpg43O3XW3,https://api.spotify.com/v1/tracks/3NTwkFnd4dPcvpg43O3XW3,https://api.spotify.com/v1/audio-analysis/3NTwkFnd4dPcvpg43O3XW3,264400,4,N,32
Oingo Boingo,Whole Day Off,6aRcIVFthrlcLmK4GwtHwc,0.682,0.699,2,-9.768,1,0.046,0.146,1e-05,0.0376,0.945,115.622,audio_features,spotify:track:6aRcIVFthrlcLmK4GwtHwc,https://api.spotify.com/v1/tracks/6aRcIVFthrlcLmK4GwtHwc,https://api.spotify.com/v1/audio-analysis/6aRcIVFthrlcLmK4GwtHwc,236280,4,N,6
Procol Harum,The Idol,5HUQPQ9E1a4er4UhB8C7Rc,0.404,0.538,7,-8.932,0,0.0314,0.0022,0.000495,0.347,0.0387,96.969,audio_features,spotify:track:5HUQPQ9E1a4er4UhB8C7Rc,https://api.spotify.com/v1/tracks/5HUQPQ9E1a4er4UhB8C7Rc,https://api.spotify.com/v1/audio-analysis/5HUQPQ9E1a4er4UhB8C7Rc,239784,4,N,20
Kirsty Maccoll,King Kong,3FY0HrfhcG75h0UCTGpg4S,0.774,0.778,1,-5.066,1,0.246,0.0207,0.0,0.237,0.514,77.992,audio_features,spotify:track:3FY0HrfhcG75h0UCTGpg4S,https://api.spotify.com/v1/tracks/3FY0HrfhcG75h0UCTGpg4S,https://api.spotify.com/v1/audio-analysis/3FY0HrfhcG75h0UCTGpg4S,275267,4,N,4
Ufo,Venus,5hnQxWXlzsRCw8E1cEcbjp,0.499,0.847,0,-11.514,1,0.0395,0.004,0.868,0.765,0.243,118.914,audio_features,spotify:track:5hnQxWXlzsRCw8E1cEcbjp,https://api.spotify.com/v1/tracks/5hnQxWXlzsRCw8E1cEcbjp,https://api.spotify.com/v1/audio-analysis/5hnQxWXlzsRCw8E1cEcbjp,274286,4,N,26
Hollies,Little Bitty Pretty One,2IY559smG7SXYk229NA2Vl,0.571,0.818,4,-6.539,1,0.0415,0.151,0.0,0.348,0.728,163.045,audio_features,spotify:track:2IY559smG7SXYk229NA2Vl,https://api.spotify.com/v1/tracks/2IY559smG7SXYk229NA2Vl,https://api.spotify.com/v1/audio-analysis/2IY559smG7SXYk229NA2Vl,158627,4,N,11
Offspring,Secrets From The Underground,1KblaMkte0ZEyk9k6kLW92,0.287,0.983,7,-1.977,1,0.293,0.000261,0.0,0.345,0.375,217.88,audio_features,spotify:track:1KblaMkte0ZEyk9k6kLW92,https://api.spotify.com/v1/tracks/1KblaMkte0ZEyk9k6kLW92,https://api.spotify.com/v1/audio-analysis/1KblaMkte0ZEyk9k6kLW92,189813,4,N,28
Devo,Golden Energy,74oalyO7tk5wm7b6RjGXIQ,0.715,0.537,3,-6.9,0,0.0563,0.285,0.0719,0.0897,0.759,130.47,audio_features,spotify:track:74oalyO7tk5wm7b6RjGXIQ,https://api.spotify.com/v1/tracks/74oalyO7tk5wm7b6RjGXIQ,https://api.spotify.com/v1/audio-analysis/74oalyO7tk5wm7b6RjGXIQ,243013,3,N,18
Bruno Mars,Gorilla,2ih2U8ttFzCjnQ5njF3SrR,0.717,0.544,7,-6.598,1,0.0371,0.445,5.16e-06,0.0973,0.641,139.959,audio_features,spotify:track:2ih2U8ttFzCjnQ5njF3SrR,https://api.spotify.com/v1/tracks/2ih2U8ttFzCjnQ5njF3SrR,https://api.spotify.com/v1/audio-analysis/2ih2U8ttFzCjnQ5njF3SrR,244493,4,N,5
Black Sabbath,I Witness,7vGSofQ05ObUix45T67yiP,0.554,0.0931,0,-28.064,1,0.056,0.987,0.922,0.127,0.0889,157.846,audio_features,spotify:track:7vGSofQ05ObUix45T67yiP,https://api.spotify.com/v1/tracks/7vGSofQ05ObUix45T67yiP,https://api.spotify.com/v1/audio-analysis/7vGSofQ05ObUix45T67yiP,98668,4,N,2
David Allan Coe,For Lovers Only (IV),6BGNjTZ8zp9MlsIydBa7A9,0.565,0.0522,7,-17.892,1,0.0447,0.975,0.833,0.116,0.586,73.582,audio_features,spotify:track:6BGNjTZ8zp9MlsIydBa7A9,https://api.spotify.com/v1/tracks/6BGNjTZ8zp9MlsIydBa7A9,https://api.spotify.com/v1/audio-analysis/6BGNjTZ8zp9MlsIydBa7A9,75053,4,N,35
HIM,In Joy And Sorrow,0tbPihrz1pCQYMXVX6cfCo,0.5,0.716,7,-5.901,1,0.0277,0.0251,0.00326,0.235,0.166,113.895,audio_features,spotify:track:0tbPihrz1pCQYMXVX6cfCo,https://api.spotify.com/v1/tracks/0tbPihrz1pCQYMXVX6cfCo,https://api.spotify.com/v1/audio-analysis/0tbPihrz1pCQYMXVX6cfCo,240173,4,N,1
Backstreet Boys,Trust Me,6FP8c27to7XFduVv2KoA3F,0.793,0.483,1,-7.442,1,0.0376,0.372,0.00368,0.164,0.256,100.044,audio_features,spotify:track:6FP8c27to7XFduVv2KoA3F,https://api.spotify.com/v1/tracks/6FP8c27to7XFduVv2KoA3F,https://api.spotify.com/v1/audio-analysis/6FP8c27to7XFduVv2KoA3F,230000,4,N,3
America,Mad Dog,5vg13q0WVz8iamRtUjaVU0,0.639,0.519,6,-6.334,0,0.238,0.00927,0.0,0.197,0.359,160.404,audio_features,spotify:track:5vg13q0WVz8iamRtUjaVU0,https://api.spotify.com/v1/tracks/5vg13q0WVz8iamRtUjaVU0,https://api.spotify.com/v1/audio-analysis/5vg13q0WVz8iamRtUjaVU0,229000,4,N,39
Celine Dion,If That's What It Takes,0VZpmCCcRhT3DC7T03Z2zX,0.661,0.495,2,-9.159,1,0.0457,0.145,3.89e-06,0.0639,0.434,89.944,audio_features,spotify:track:0VZpmCCcRhT3DC7T03Z2zX,https://api.spotify.com/v1/tracks/0VZpmCCcRhT3DC7T03Z2zX,https://api.spotify.com/v1/audio-analysis/0VZpmCCcRhT3DC7T03Z2zX,252493,4,N,3
Jose Mari Chan,Constant Change,2ChYSjlYFGnxzVVovXZdWB,0.638,0.213,0,-19.596,1,0.0351,0.893,0.0029,0.114,0.332,139.691,audio_features,spotify:track:2ChYSjlYFGnxzVVovXZdWB,https://api.spotify.com/v1/tracks/2ChYSjlYFGnxzVVovXZdWB,https://api.spotify.com/v1/audio-analysis/2ChYSjlYFGnxzVVovXZdWB,165000,4,N,33
The Beatles,Lucy In The Sky With Diamonds,6ayD6m0NsLwSEclhTaSAvX,0.214,0.218,2,-12.784,1,0.0376,0.944,0.613,0.0987,0.187,79.362,audio_features,spotify:track:6ayD6m0NsLwSEclhTaSAvX,https://api.spotify.com/v1/tracks/6ayD6m0NsLwSEclhTaSAvX,https://api.spotify.com/v1/audio-analysis/6ayD6m0NsLwSEclhTaSAvX,152360,4,N,31
Michael Jackson,Happy Birthday Lisa,2R5iTxkCln6NLTw6l0kjWw,0.866,0.387,4,-11.011,1,0.0345,0.403,0.0,0.145,0.79,94.976,audio_features,spotify:track:2R5iTxkCln6NLTw6l0kjWw,https://api.spotify.com/v1/tracks/2R5iTxkCln6NLTw6l0kjWw,https://api.spotify.com/v1/audio-analysis/2R5iTxkCln6NLTw6l0kjWw,62229,3,N,21
Patsy Cline,I've Got Your Picture,4H1POasJbrLNaQirsIH29e,0.388,0.143,5,-17.545,1,0.0416,0.947,0.000865,0.1,0.578,182.665,audio_features,spotify:track:4H1POasJbrLNaQirsIH29e,https://api.spotify.com/v1/tracks/4H1POasJbrLNaQirsIH29e,https://api.spotify.com/v1/audio-analysis/4H1POasJbrLNaQirsIH29e,181800,3,N,33
Glee,It's Not Unusual,1kaVnEJOzERCdCKtQKGDUH,0.409,0.975,0,-4.339,1,0.136,0.0313,0.0,0.353,0.636,183.984,audio_features,spotify:track:1kaVnEJOzERCdCKtQKGDUH,https://api.spotify.com/v1/tracks/1kaVnEJOzERCdCKtQKGDUH,https://api.spotify.com/v1/audio-analysis/1kaVnEJOzERCdCKtQKGDUH,125267,4,N,11
Alice In Chains,Sludge Factory,1HUcU3GAKCR960czpLbqoD,0.508,0.507,1,-8.046,1,0.0257,0.0399,8.41e-06,0.943,0.227,166.469,audio_features,spotify:track:1HUcU3GAKCR960czpLbqoD,https://api.spotify.com/v1/tracks/1HUcU3GAKCR960czpLbqoD,https://api.spotify.com/v1/audio-analysis/1HUcU3GAKCR960czpLbqoD,276773,3,N,22
Electric Light Orchestra,Here Is The News,4zfAmSIRwnzMp7dJo9BFEV,0.489,0.627,9,-12.826,0,0.0691,0.371,0.00635,0.267,0.461,139.788,audio_features,spotify:track:4zfAmSIRwnzMp7dJo9BFEV,https://api.spotify.com/v1/tracks/4zfAmSIRwnzMp7dJo9BFEV,https://api.spotify.com/v1/audio-analysis/4zfAmSIRwnzMp7dJo9BFEV,225440,4,N,20
Christina Aguilera,Cease Fire,4fW1SSP6M3SEvKeNDtzLBI,0.306,0.847,5,-2.875,1,0.303,0.136,0.00021,0.317,0.142,83.659,audio_features,spotify:track:4fW1SSP6M3SEvKeNDtzLBI,https://api.spotify.com/v1/tracks/4fW1SSP6M3SEvKeNDtzLBI,https://api.spotify.com/v1/audio-analysis/4fW1SSP6M3SEvKeNDtzLBI,247680,4,N,9
Wu-Tang Clan,Unpredictable,1v5cgIyffYtfEx0swttdoE,0.794,0.627,11,-9.431,1,0.36,0.233,0.0,0.35,0.518,87.554,audio_features,spotify:track:1v5cgIyffYtfEx0swttdoE,https://api.spotify.com/v1/tracks/1v5cgIyffYtfEx0swttdoE,https://api.spotify.com/v1/audio-analysis/1v5cgIyffYtfEx0swttdoE,251467,4,N,4
Katy Perry,Damn,6R74He6aflL3qbU3wVUkiU,0.541,0.944,1,-3.582,1,0.394,0.0433,0.0,0.782,0.941,78.937,audio_features,spotify:track:6R74He6aflL3qbU3wVUkiU,https://api.spotify.com/v1/tracks/6R74He6aflL3qbU3wVUkiU,https://api.spotify.com/v1/audio-analysis/6R74He6aflL3qbU3wVUkiU,93582,4,N,9
Metallica,Creeping Death,3qXEqKdzI3MSGB1FlGMBz5,0.31,0.977,6,-5.478,0,0.164,0.000219,0.273,0.0785,0.179,100.626,audio_features,spotify:track:3qXEqKdzI3MSGB1FlGMBz5,https://api.spotify.com/v1/tracks/3qXEqKdzI3MSGB1FlGMBz5,https://api.spotify.com/v1/audio-analysis/3qXEqKdzI3MSGB1FlGMBz5,395707,4,N,32
Rush,Rush,6kKRayfXAi0XC9AlmMp8YC,0.342,0.949,6,-7.963,0,0.0396,0.084,0.907,0.175,0.822,150.086,audio_features,spotify:track:6kKRayfXAi0XC9AlmMp8YC,https://api.spotify.com/v1/tracks/6kKRayfXAi0XC9AlmMp8YC,https://api.spotify.com/v1/audio-analysis/6kKRayfXAi0XC9AlmMp8YC,131755,4,N,14
Pearl Jam,History Never Repeats,3KcJEOyaLDLAERlOCBhmPA,0.191,0.707,7,-6.846,1,0.0345,0.0478,6.1e-05,0.295,0.179,82.7,audio_features,spotify:track:3KcJEOyaLDLAERlOCBhmPA,https://api.spotify.com/v1/tracks/3KcJEOyaLDLAERlOCBhmPA,https://api.spotify.com/v1/audio-analysis/3KcJEOyaLDLAERlOCBhmPA,298933,4,N,41
Erasure,Ship Of Fools,2yd5I4GrsdY6OLc2N1guok,0.608,0.711,9,-13.002,0,0.0248,0.0612,0.000634,0.328,0.774,100.723,audio_features,spotify:track:2yd5I4GrsdY6OLc2N1guok,https://api.spotify.com/v1/tracks/2yd5I4GrsdY6OLc2N1guok,https://api.spotify.com/v1/audio-analysis/2yd5I4GrsdY6OLc2N1guok,241933,4,N,7
Bread,Take Me Now,7lyUiO0MqU6maDiFup4cnQ,0.49,0.832,11,-6.063,0,0.0829,0.00061,5.81e-06,0.323,0.393,143.967,audio_features,spotify:track:7lyUiO0MqU6maDiFup4cnQ,https://api.spotify.com/v1/tracks/7lyUiO0MqU6maDiFup4cnQ,https://api.spotify.com/v1/audio-analysis/7lyUiO0MqU6maDiFup4cnQ,174757,4,N,8
Glee,Beauty School Drop Out,65p9vJoCVLl4FblR1IDWQG,0.697,0.44,7,-7.824,1,0.029,0.503,0.0,0.112,0.591,112.491,audio_features,spotify:track:65p9vJoCVLl4FblR1IDWQG,https://api.spotify.com/v1/tracks/65p9vJoCVLl4FblR1IDWQG,https://api.spotify.com/v1/audio-analysis/65p9vJoCVLl4FblR1IDWQG,239520,3,N,5
Annie,Sandy,3UbfyazVYol6R2O9oBUyPN,0.446,0.341,2,-16.397,1,0.0547,0.952,0.933,0.144,0.202,169.591,audio_features,spotify:track:3UbfyazVYol6R2O9oBUyPN,https://api.spotify.com/v1/tracks/3UbfyazVYol6R2O9oBUyPN,https://api.spotify.com/v1/audio-analysis/3UbfyazVYol6R2O9oBUyPN,160853,3,N,31
Il Divo,My Way,2YkIDPL5lGhRhomCq4S2RO,0.278,0.427,2,-8.688,1,0.0311,0.351,0.0,0.145,0.243,150.836,audio_features,spotify:track:2YkIDPL5lGhRhomCq4S2RO,https://api.spotify.com/v1/tracks/2YkIDPL5lGhRhomCq4S2RO,https://api.spotify.com/v1/audio-analysis/2YkIDPL5lGhRhomCq4S2RO,276253,4,N,33
Children,"Head, Shoulders, Knees And Toes",25rvnKsMJeHJ0mPO4CFPZZ,0.836,0.764,10,-8.209,1,0.196,0.259,0.0,0.261,0.819,155.039,audio_features,spotify:track:25rvnKsMJeHJ0mPO4CFPZZ,https://api.spotify.com/v1/tracks/25rvnKsMJeHJ0mPO4CFPZZ,https://api.spotify.com/v1/audio-analysis/25rvnKsMJeHJ0mPO4CFPZZ,155000,4,N,25
Hank Williams,30 Pieces Of Silver,0deAIqyKFFw55JDMGWTcdA,0.777,0.36,7,-9.966,1,0.0401,0.805,0.0,0.0756,0.887,140.962,audio_features,spotify:track:0deAIqyKFFw55JDMGWTcdA,https://api.spotify.com/v1/tracks/0deAIqyKFFw55JDMGWTcdA,https://api.spotify.com/v1/audio-analysis/0deAIqyKFFw55JDMGWTcdA,176893,4,N,21
Cake,Dime,0oX8zOaXOaSAh7VbHsNcm2,0.704,0.747,7,-6.883,1,0.027,0.509,0.00886,0.203,0.888,114.002,audio_features,spotify:track:0oX8zOaXOaSAh7VbHsNcm2,https://api.spotify.com/v1/tracks/0oX8zOaXOaSAh7VbHsNcm2,https://api.spotify.com/v1/audio-analysis/0oX8zOaXOaSAh7VbHsNcm2,217493,4,N,5
Hanson,Runaway,5jlJxALEIzPc15nWRanjmm,0.595,0.918,0,-5.465,1,0.0376,0.0524,0.0,0.0992,0.636,120.21,audio_features,spotify:track:5jlJxALEIzPc15nWRanjmm,https://api.spotify.com/v1/tracks/5jlJxALEIzPc15nWRanjmm,https://api.spotify.com/v1/audio-analysis/5jlJxALEIzPc15nWRanjmm,223067,4,N,6
Adam Sandler,Bad Boyfriend,5AJZXArinm2A7ZpMY11SoQ,0.622,0.883,9,-5.505,1,0.0576,0.146,0.0,0.282,0.725,124.363,audio_features,spotify:track:5AJZXArinm2A7ZpMY11SoQ,https://api.spotify.com/v1/tracks/5AJZXArinm2A7ZpMY11SoQ,https://api.spotify.com/v1/audio-analysis/5AJZXArinm2A7ZpMY11SoQ,234333,4,N,25
Helloween,Laudate Dominum,2EJXYTlMDXkCcGEVRwdFAG,0.342,0.00713,5,-30.694,1,0.0346,0.995,0.929,0.0911,0.246,100.069,audio_features,spotify:track:2EJXYTlMDXkCcGEVRwdFAG,https://api.spotify.com/v1/tracks/2EJXYTlMDXkCcGEVRwdFAG,https://api.spotify.com/v1/audio-analysis/2EJXYTlMDXkCcGEVRwdFAG,297253,3,N,2
Alphaville,And As For Love,6XHNIbru8xGohLzHNgxQvF,0.483,0.471,9,-9.711,0,0.0284,0.397,0.000336,0.331,0.291,137.012,audio_features,spotify:track:6XHNIbru8xGohLzHNgxQvF,https://api.spotify.com/v1/tracks/6XHNIbru8xGohLzHNgxQvF,https://api.spotify.com/v1/audio-analysis/6XHNIbru8xGohLzHNgxQvF,226000,4,N,20
Hillsong United,I Surrender,2oIJcLFfmcNNaNpMJzBUwG,0.363,0.301,11,-11.203,1,0.0304,0.74,0.0,0.139,0.142,147.911,audio_features,spotify:track:2oIJcLFfmcNNaNpMJzBUwG,https://api.spotify.com/v1/tracks/2oIJcLFfmcNNaNpMJzBUwG,https://api.spotify.com/v1/audio-analysis/2oIJcLFfmcNNaNpMJzBUwG,314493,3,N,34
Lana Del Rey,China Doll,21kEWkEejQyTK5nyix4hzt,0.58,0.904,6,-5.387,1,0.0698,0.00346,0.0,0.0503,0.332,105.051,audio_features,spotify:track:21kEWkEejQyTK5nyix4hzt,https://api.spotify.com/v1/tracks/21kEWkEejQyTK5nyix4hzt,https://api.spotify.com/v1/audio-analysis/21kEWkEejQyTK5nyix4hzt,184929,4,N,1
Youth Of Today,Can't You See,4fUU9WKxEgJXyrZJsUA2iP,0.406,0.713,7,-5.49,1,0.0348,0.276,0.00354,0.112,0.577,164.444,audio_features,spotify:track:4fUU9WKxEgJXyrZJsUA2iP,https://api.spotify.com/v1/tracks/4fUU9WKxEgJXyrZJsUA2iP,https://api.spotify.com/v1/audio-analysis/4fUU9WKxEgJXyrZJsUA2iP,365093,4,N,12
Johnny Cash,Abner Brown,6i8SZ4NIrYeyrbBOoRSC9z,0.661,0.571,8,-12.317,1,0.103,0.27,0.0,0.98,0.826,122.396,audio_features,spotify:track:6i8SZ4NIrYeyrbBOoRSC9z,https://api.spotify.com/v1/tracks/6i8SZ4NIrYeyrbBOoRSC9z,https://api.spotify.com/v1/audio-analysis/6i8SZ4NIrYeyrbBOoRSC9z,169293,4,N,24
Eurythmics,You're Lost (forever),1CAAGegZJMAp3xDWlZ7s2b,0.815,0.288,0,-17.191,0,0.0618,0.829,0.0361,0.208,0.315,121.838,audio_features,spotify:track:1CAAGegZJMAp3xDWlZ7s2b,https://api.spotify.com/v1/tracks/1CAAGegZJMAp3xDWlZ7s2b,https://api.spotify.com/v1/audio-analysis/1CAAGegZJMAp3xDWlZ7s2b,206098,5,N,0
Steve Miller Band,God Bless The Child,1CUlSxsssHNYP9DGrycKy2,0.317,0.0273,5,-28.43,0,0.0407,0.992,0.931,0.127,0.0392,50.096,audio_features,spotify:track:1CUlSxsssHNYP9DGrycKy2,https://api.spotify.com/v1/tracks/1CUlSxsssHNYP9DGrycKy2,https://api.spotify.com/v1/audio-analysis/1CUlSxsssHNYP9DGrycKy2,254647,4,N,2
Outkast,Tough Guy,0I3q5fE6wg7LIfHGngUTnV,0.843,0.806,4,-5.946,0,0.269,0.143,0.0,0.0771,0.613,94.948,audio_features,spotify:track:0I3q5fE6wg7LIfHGngUTnV,https://api.spotify.com/v1/tracks/0I3q5fE6wg7LIfHGngUTnV,https://api.spotify.com/v1/audio-analysis/0I3q5fE6wg7LIfHGngUTnV,270507,4,N,39
